HIP,ra,dec,parallax,err(parallax),V,I,B-V,err(B-V),teff,lum,rad,numax,Mv,RA,Dec,V.1,Camp,HD,label,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID,Ang Sep (')
HIP68535,210.452269,-8.285758,7.51,1.06,8.69,8.134,0.559,0.019,6044.24928666,4.78956644944,1.99925458526,894.172467575,3.06819968502,210.452269,-8.285758,8.69,6.0,122409.0,field,212698976,210.4522705,-8.285759,1,8.967,68535.0,5554-385-1,409-057071,14014855-0817088,,STAR,gri,plx,-59.07,1.15,78.11,0.59,7.51,1.06,9.234,0.019,8.691,0.014,,,10.363,0.04,9.139,0.05,8.369,0.02,,,7.553,0.019,7.334,0.029,7.232,0.021,,,,,,,,,6370.0,259.0,259.0,3.951,0.132,0.11,-0.004,0.12,0.12,2.041,0.335,0.34,1.461,0.12,0.144,0.157,0.075,0.051,133.2,18.79,18.79,0.037,0.017,0.014,AAA-111-111-000-0-0,,,0.001
HIP68709,210.990603,-9.745087,6.45,0.55,7.26,6.396,0.992,0.01,4859.34913804,32.8911452113,8.10565332553,54.9017654341,1.30779857318,210.990603,-9.745087,7.26,6.0,122771.0,field,212637009,210.9906158,-9.7450886,0,7.094,68709.0,5554-698-1,402-056074,14035774-0944422,,STAR,BV,,-0.98,0.55,26.16,0.32,6.45,0.55,8.259,0.016,7.264,0.01,,,9.598,0.03,,,,,,,5.602,0.019,5.184,0.031,5.021,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,26.1,,0.0005417
HIP68748,211.082351,-9.52938,3.03,1.37,8.41,7.519,1.061,0.02,4729.23626817,55.5735441233,11.1238918835,29.8143281636,0.817213142512,211.082351,-9.52938,8.41,6.0,122835.0,field,212646352,211.0823517,-9.5293808,0,8.399,68748.0,5554-1674-1,403-058457,14041976-0931457,,STAR,gri,,2.0,1.32,-16.68,0.72,3.03,1.37,9.495,0.024,8.411,0.014,,,9.993,0.04,8.786,0.01,7.716,0.02,,,6.561,0.02,6.015,0.038,5.859,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,68.7,,0.001
HIP68763,211.112418,-14.971706,7.94,0.47,6.35,5.428,1.081,0.002,4692.7615673,55.1056756412,11.2498290518,28.9925592438,0.849102512135,211.112418,-14.971706,6.35,6.0,122837.0,field,212397473,211.1124115,-14.9717054,1,6.146,68763.0,5560-435-1,376-067772,,,STAR,BV,plx,-35.53,0.46,-20.04,0.48,7.94,0.47,7.441,0.016,6.344,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,57.0,77.0,2.865,0.05,0.16,0.033,0.08,0.22,8.362,0.849,0.265,1.967,0.1,0.639,0.003,0.0003871,0.001,125.9,7.455,7.455,0.028,0.022,0.009,,,,0.0002996
HIP68993,211.871021,-10.32364,3.25,0.94,8.03,7.194,0.97,0.016,4902.55917259,62.2388993848,10.9544354038,31.7058806327,0.589416804894,211.871021,-10.32364,8.03,6.0,123380.0,field,212611748,211.8710175,-10.3236408,1,7.885,68993.0,5557-302-1,399-055153,14072904-1019250,,STAR,BV,plx,-56.95,0.86,-6.05,0.6,3.25,0.94,9.013,0.02,8.047,0.013,,,,,,,,,,,6.244,0.026,5.728,0.038,5.627,0.026,,,,,,,,,4768.0,144.0,115.0,2.51,0.25,0.15,-0.088,0.16,0.32,11.1,1.155,1.244,1.56,0.602,0.502,0.001,0.001,0.0002874,307.7,88.99,88.99,0.046,0.027,0.017,AAA-111-111-000-0-0,,,0.001
HIP73927,226.613096,-22.031829,17.22,0.41,6.13,5.241,1.04,0.012,4768.0787352,13.7455026626,5.44249716702,112.730531487,2.31016573559,226.613096,-22.031829,6.13,15.0,133670.0,field,249476789,226.613097,-22.031828,0,5.958,73927.0,6181-794-1,340-072819,,,STAR,BV,,70.69,0.45,-51.36,0.33,17.22,0.41,7.152,0.015,6.134,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007603
HIP73928,226.61436,-17.063473,4.04,1.16,9.65,8.773,1.0,0.04,4843.8674713,9.35734665219,4.35107520515,173.047560869,2.68190682555,226.61436,-17.063473,9.65,15.0,133709.0,field,249865313,226.614361,-17.063473,0,9.44,73928.0,6173-1301-1,365-068544,15062745-1703485,,STAR,gri,,-17.03,0.99,8.92,0.93,4.04,1.16,10.839,0.063,9.679,0.031,,,10.59,0.44,9.504,0.3,8.947,0.07,,,7.599,0.026,7.036,0.051,6.893,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,34.8,,0.0008044
HIP74111,227.197892,-20.694496,5.25,0.8,7.99,6.972,1.187,0.016,4506.07610662,31.2316968394,9.18555665357,40.6388868788,1.59079651703,227.197892,-20.694496,7.99,15.0,134136.0,field,249584373,227.197893,-20.694495,1,7.774,74111.0,6181-1162-1,347-071592,15084749-2041402,,STAR,BV,plx,15.84,0.94,-7.87,0.7,5.25,0.8,9.19,0.021,7.997,0.013,,,,,,,,,,,5.882,0.024,5.283,0.027,5.133,0.024,,,,,,,,,4651.0,118.0,118.0,2.491,0.2,0.12,-0.002,0.12,0.21,11.11,0.827,1.601,1.383,0.416,0.277,0.0009662,0.0006746,0.0002248,190.5,29.02,29.02,0.103,0.076,0.027,AAA-111-111-000-0-0,13.4,,0.001
HIP74291,227.770163,-22.077706,8.46,1.14,8.39,7.89,0.6,0.495,5891.18894461,5.07716801632,2.16675396118,752.542892685,3.0268518152,227.770163,-22.077706,8.39,15.0,134537.0,field,249473264,227.770172,-22.077703,1,8.909,74291.0,6181-911-3,340-073144,15110484-2204395,,STAR,gri,plx,-34.39,1.34,-41.7,1.02,8.46,1.14,8.797,0.019,8.45,0.015,,,10.167,0.06,9.192,0.01,8.369,0.04,,,7.601,0.019,7.444,0.044,7.397,0.024,,,,,,,,,6887.0,350.0,350.0,4.18,0.065,0.117,0.02,0.1,0.12,1.648,0.257,0.162,1.475,0.107,0.107,0.334,0.086,0.113,118.2,15.93,15.93,0.066,0.032,0.018,AAA-111-111-0d0-0-0,18.6,,0.0002968
HIP74412,228.109514,-18.089949,6.98,0.51,6.86,6.014,0.973,0.008,4896.60919245,39.7691703982,8.77782895158,47.7122556624,1.07927711312,228.109514,-18.089949,6.86,15.0,134812.0,field,249785519,228.109515,-18.089949,1,8.115,74412.0,6174-1051-1,360-072591,,,STAR,gri,plx,62.97,0.56,-1.68,0.41,6.98,0.51,7.846,0.015,6.869,0.01,,,9.77,0.03,8.757,0.01,7.406,0.07,,,,,,,,,,,,,,,,,4815.0,75.0,94.0,2.727,0.115,0.299,-0.18,0.25,0.3,9.408,1.364,1.031,1.526,0.606,0.505,0.002,0.001,0.001,143.3,10.47,10.47,0.08,0.042,0.021,,,,0.0008576
HIP74669,228.891405,-16.934665,4.33,1.69,9.53,8.999,0.551,0.033,6075.25708169,6.62226892904,2.32690590161,678.470500896,2.71243948177,228.891405,-16.934665,9.53,15.0,135424.0,field,249875767,228.8914,-16.934667,0,9.502,74669.0,6174-932-1,366-067979,15153394-1656047,,STAR,BV,,-15.02,1.8,-0.95,1.7,4.33,1.69,10.108,0.031,9.582,0.027,,,,,,,,,,,8.374,0.026,8.124,0.046,8.05,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,21.2,,0.0009569
HIP74851,229.440088,-14.140837,3.69,1.96,9.69,8.855,0.962,0.057,4918.51989489,10.3738466723,4.44330149359,168.820149764,2.5251318308,229.440088,-14.140837,9.69,15.0,135842.0,field,250111293,229.440078,-14.140827,0,9.561,74851.0,5593-891-1,380-070113,15174561-1408269,,STAR,BV,,-10.74,1.73,7.65,1.72,3.69,1.96,10.726,0.058,9.731,0.033,,,,,,,,,,,7.761,0.018,7.225,0.049,7.068,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,38.7,,0.0003138
HIP74892,229.582397,-20.860878,4.54,0.97,8.27,7.421,0.979,0.022,4884.76521265,25.8219104671,7.10741267373,70.3496862634,1.55527926429,229.582397,-20.860878,8.27,15.0,135909.0,field,249570817,229.5824,-20.860877,0,8.398,74892.0,6182-1150-1,346-074273,15181977-2051391,,STAR,gri,,-18.98,1.0,-8.71,0.83,4.54,0.97,9.271,0.025,8.283,0.016,,,9.681,0.03,8.837,0.04,7.848,0.06,,,6.44,0.021,5.979,0.049,5.809,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.1,,0.001
HIP75092,230.172574,-25.99039,12.98,0.77,7.11,6.212,1.029,0.014,4788.67024295,9.6978232901,4.53223066401,158.786227089,2.67637346232,230.172574,-25.99039,7.11,15.0,136295.0,field,249175306,230.172573,-25.99039,1,6.925,75092.0,6766-512-1,321-078260,,,STAR,BV,plx,-33.27,0.79,-154.62,0.57,12.98,0.77,8.148,0.017,7.107,0.011,,,,,,,,,,,,,,,,,,,,,,,,,4864.0,77.0,58.0,3.324,0.252,0.112,-0.039,0.12,0.15,3.744,0.774,0.83,1.238,0.189,0.189,0.02,0.024,0.007,77.04,4.57,4.57,0.053,0.023,0.016,,,,0.0005613
HIP75254,230.653029,-14.878746,5.99,1.25,9.41,8.536,1.102,0.061,4654.94857594,5.9099477231,3.7442667347,220.264980902,3.29713411195,230.653029,-14.878746,9.41,15.0,136699.0,field,250050720,230.653029,-14.878745,1,9.257,75254.0,5606-986-1,376-071637,15223671-1452436,,STAR,BV,plx,-16.91,1.31,-1.42,1.27,5.99,1.25,10.547,0.054,9.453,0.028,,,,,,,,,,,7.417,0.026,6.861,0.051,6.709,0.024,,,,,,,,,4828.0,142.0,142.0,3.028,0.335,0.469,-0.122,0.2,0.28,5.03,4.692,1.542,1.234,0.268,0.23,0.007,0.014,0.006,166.9,34.84,34.84,0.104,0.064,0.029,AAA-111-111-000-0-0,24.8,,0.0007353
HIP75288,230.737737,-26.688766,6.31,0.5,6.53,5.584,1.118,0.009,4626.4411236,76.8714965555,13.6707809256,19.9527117634,0.530146796221,230.737737,-26.688766,6.53,15.0,136703.0,field,249119329,230.737736,-26.688766,1,8.086,75288.0,6771-1410-1,317-078310,,,STAR,gri,plx,14.6,0.53,4.19,0.4,6.31,0.5,7.651,0.017,6.542,0.01,,,9.844,0.03,8.662,0.04,7.332,0.11,,,,,,,,,,,,,,,,,4686.0,73.0,55.0,2.522,0.132,0.11,-0.005,0.1,0.14,11.306,0.349,0.721,1.576,0.28,0.336,0.001,0.0003914,0.0002465,158.5,12.56,12.56,0.078,0.048,0.017,,,,0.0007611
HIP75291,230.749471,-18.844767,5.79,1.31,8.56,7.763,0.896,0.027,5056.19118298,11.3602496283,4.39999009087,176.329212218,2.37339281864,230.749471,-18.844767,8.56,15.0,136778.0,field,249728927,230.74947,-18.844769,1,8.831,75291.0,6179-89-1,356-073461,15225988-1850410,,STAR,gri,plx,-89.55,1.28,-42.42,1.21,5.79,1.31,9.466,0.026,8.565,0.017,,,10.151,0.11,9.319,0.03,8.265,0.06,,,6.822,0.018,6.347,0.036,6.212,0.024,,,,,,,,,4902.0,101.0,80.0,2.826,0.295,0.295,-0.113,0.15,0.39,8.523,1.866,3.817,1.546,0.691,0.576,0.003,0.009,0.002,172.7,39.08,39.08,0.105,0.043,0.031,AAA-111-111-000-0-0,37.5,,0.000663
HIP75368,231.020741,-14.310218,4.25,0.62,7.54,6.641,1.039,0.014,4769.94341999,61.5169531442,11.5047103374,28.2360827998,0.681944650252,231.020741,-14.310218,7.54,15.0,136981.0,field,250098039,231.020741,-14.310217,0,8.363,75368.0,5606-557-1,379-069848,15240497-1418367,,STAR,gri,,-4.23,0.61,-25.7,0.62,4.25,0.62,8.571,0.018,7.538,0.012,,,10.017,0.03,8.847,0.04,7.654,0.06,,,5.745,0.026,5.231,0.034,5.074,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,24.0,,0.0005236
HIP75376,231.043259,-20.84238,6.03,1.52,9.18,8.32,0.999,0.041,4845.79630243,6.46870759969,3.61479095494,243.935129,3.0815865607,231.043259,-20.84238,9.18,15.0,136958.0,field,249572355,231.04325,-20.842374,1,8.995,75376.0,6183-1192-1,346-074776,15241037-2050326,,STAR,BV,plx,-5.02,1.73,16.61,1.59,6.03,1.52,10.25,0.042,9.184,0.023,,,,,,,,,,,7.347,0.02,6.845,0.027,6.695,0.02,,,,,,,,,4896.0,117.0,98.0,2.986,0.372,0.372,-0.122,0.2,0.4,5.848,4.769,2.341,1.325,0.75,0.375,0.005,0.017,0.003,165.8,41.8,41.8,0.113,0.051,0.032,AAA-111-111-000-0-0,18.3,,0.0007267
HIP75462,231.239845,-22.043658,7.84,0.81,7.65,6.697,1.102,0.018,4654.94857594,17.4503908535,6.43394789125,80.9078294545,2.12158031342,231.239845,-22.043658,7.65,15.0,137115.0,field,249475847,231.239847,-22.043659,1,8.275,75462.0,6183-39-1,340-074280,15245756-2202371,,STAR,gri,plx,-22.42,1.25,-11.72,0.8,7.84,0.81,8.743,0.02,7.64,0.012,,,9.943,0.03,8.785,0.04,7.561,0.02,,,5.746,0.024,5.232,0.038,5.083,0.018,,,,,,,,,4604.0,55.0,92.0,2.773,0.17,0.204,0.18,0.12,0.12,7.96,1.306,1.525,1.385,0.223,0.14,0.003,0.002,0.001,127.6,13.18,13.18,0.102,0.046,0.04,AAA-111-111-000-0-0,20.1,,0.0007611
HIP75504,231.344102,-21.929246,4.77,1.42,7.52,6.67,0.955,0.017,4932.60153189,45.4533207755,9.24773714682,43.6170831791,0.912591895201,231.344102,-21.929246,7.52,15.0,137210.0,field,249484793,231.344089,-21.929247,1,7.581,,,341-074513,15252260-2155451,,STAR,BV,rav,-27.9,1.0,-14.2,1.0,,,9.065,0.99,7.818,0.99,,,,,,,,,,,5.855,0.019,5.413,0.034,5.226,0.021,,,,,,,,,4744.0,116.0,116.0,2.438,0.108,0.126,-0.028,0.12,0.12,12.523,5.796,1.591,1.762,1.392,0.497,0.0007866,0.0002794,0.000336,257.5,136.6,42.93,0.12,0.072,0.04,AAA-111-111-ddd-0-0,9.7,,0.0003157
HIP75598,231.685812,-22.505456,4.08,1.03,8.11,7.172,1.083,0.021,4689.13974376,41.3454577138,9.75960601406,37.6832449876,1.16330081545,231.685812,-22.505456,8.11,15.0,137431.0,field,249440787,231.685805,-22.505457,1,7.915,75598.0,6763-156-1,338-075994,15264459-2230196,,STAR,BV,plx,-29.37,1.69,-23.62,0.9,4.08,1.03,9.213,0.023,8.113,0.014,,,,,,,,,,,6.207,0.027,5.633,0.029,5.529,0.017,,,,,,,,,4705.0,139.0,111.0,2.501,0.225,0.15,-0.062,0.16,0.24,11.059,1.179,1.462,1.491,0.573,0.409,0.001,0.000892,0.0002948,245.1,61.88,61.88,0.112,0.068,0.031,AAA-111-111-000-0-0,15.4,,0.0007434
HIP75601,231.695651,-17.999048,2.71,2.07,9.67,8.732,1.11,0.02,4640.66368504,22.9183127962,7.41883761053,61.9904285992,1.83484645437,231.695651,-17.999048,9.67,15.0,,field,249792138,231.695649,-17.999046,0,9.53,75601.0,6175-233-1,361-071465,15264695-1759566,,STAR,BV,,-2.05,1.82,-9.58,1.9,2.71,2.07,10.757,0.066,9.713,0.036,,,,,,,,,,,7.71,0.026,7.191,0.044,7.054,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,22.4,,0.001
HIP75879,232.486212,-14.814099,3.18,1.28,8.55,7.628,1.073,0.026,4707.29446791,44.9102183268,10.0933326054,35.5367720747,1.06213559992,232.486212,-14.814099,8.55,15.0,138042.0,field,250056193,232.486216,-14.814102,0,8.386,75879.0,5607-241-1,376-072060,15295669-1448506,,STAR,BV,,-14.56,1.31,-5.12,1.14,3.18,1.28,9.611,0.027,8.569,0.016,,,,,,,,,,,6.635,0.023,6.103,0.031,6.008,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,11.4,,0.0005291
HIP75927,232.614833,-25.300115,4.39,1.31,8.84,7.948,1.064,0.031,4723.73428393,17.8724889019,6.32304588037,84.6878696679,2.05232260121,232.614833,-25.300115,8.84,15.0,138065.0,field,249228972,232.614833,-25.300118,0,8.7,75927.0,6768-1183-1,324-077343,15302755-2518005,,STAR,gri,,9.73,1.72,-37.61,1.41,4.39,1.31,9.974,0.033,8.869,0.017,,,10.095,0.02,9.06,0.01,8.102,0.01,,,6.79,0.02,6.238,0.055,6.087,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,11.0,,8.853e-05
HIP75948,232.678352,-21.878557,12.99,0.78,7.79,7.161,0.637,0.015,5761.54852906,3.81875735277,1.96465961703,883.704056333,3.35804575537,232.678352,-21.878557,7.79,15.0,138123.0,field,249488718,232.678351,-21.878557,1,8.425,75948.0,6196-1213-1,341-074993,15304281-2152428,,STAR,gri,plx,-56.37,1.24,19.13,0.86,12.99,0.78,8.425,0.018,7.799,0.012,,,10.017,0.03,8.883,0.01,7.742,0.12,,,6.616,0.019,6.347,0.038,6.245,0.027,,,,,,,,,6163.0,246.0,296.0,3.998,0.085,0.085,-0.026,0.12,0.15,1.851,0.137,0.152,1.302,0.092,0.122,0.196,0.062,0.047,76.98,4.622,4.622,0.043,0.028,0.012,AAA-111-111-000-0-0,12.9,,0.0009869
HIP76085,233.084707,-14.57315,2.72,1.93,9.73,9.203,0.564,0.02,6025.05745516,14.0428285204,3.44516198134,325.77575019,1.90284452017,233.084707,-14.57315,9.73,15.0,138411.0,field,250076449,233.084714,-14.573164,1,9.723,76085.0,5607-586-1,378-072807,15322032-1434232,,STAR,gri,plx,-4.96,1.86,-10.42,1.48,2.72,1.93,10.316,0.038,9.782,0.034,,,10.39,0.48,9.785,0.27,9.438,0.05,,,8.664,0.021,8.433,0.027,8.384,0.023,,,,,,,,,6417.0,271.0,194.0,3.827,0.258,0.215,0.024,0.12,0.15,2.349,0.908,0.762,1.581,0.247,0.247,0.107,0.135,0.06,367.6,260.9,260.9,0.11,0.07,0.032,AAA-112-111-000-0-0,15.0,,0.0003291
HIP76104,233.142904,-20.007255,4.58,1.55,9.29,8.535,0.916,0.049,5013.23735009,9.42579578332,4.07687330151,201.463214403,2.59432739002,233.142904,-20.007255,9.29,15.0,138414.0,field,249639834,233.14291,-20.007254,1,9.321,76104.0,6192-1502-1,350-075547,15323430-2000261,,STAR,gri,plx,-45.17,2.42,-7.02,1.73,4.58,1.55,10.214,0.04,9.324,0.024,,,10.719,0.03,9.633,0.04,8.722,0.06,,,7.59,0.019,7.154,0.044,7.049,0.029,,,,,,,,,4756.0,77.0,96.0,2.711,0.132,0.22,0.104,0.1,0.12,10.223,1.247,1.319,1.926,0.343,0.549,0.002,0.0008734,0.0008485,218.3,73.89,73.89,0.165,0.094,0.052,AAA-111-111-000-0-0,16.4,,0.000383
HIP76201,233.478299,-25.110501,10.97,0.81,7.62,7.03,0.585,0.005,5946.04331841,6.08998650937,2.32946807413,663.830364228,2.82103313787,233.478299,-25.110501,7.62,15.0,138600.0,field,249243331,233.478295,-25.110499,1,8.439,76201.0,6768-1278-1,325-078888,15335480-2506377,,STAR,gri,plx,-48.75,1.0,-14.89,0.76,10.97,0.81,8.205,0.016,7.619,0.011,,,9.867,0.06,8.869,0.06,7.826,0.04,,,6.525,0.026,6.282,0.042,6.196,0.027,,,,,,,,,5232.0,128.0,224.0,3.644,0.042,0.049,0.014,0.12,0.15,2.986,0.123,0.315,1.44,0.045,0.125,0.053,0.012,0.008,91.16,6.731,6.731,0.062,0.032,0.022,AAA-111-111-dd0-0-0,16.3,,0.0001908
HIP76268,233.674674,-22.771219,2.02,1.59,9.59,8.627,1.048,0.053,4753.21171606,41.6059280666,9.52813768332,39.8892290644,1.11675684723,233.674674,-22.771219,9.59,15.0,138739.0,field,249421082,233.674677,-22.771219,1,9.221,76268.0,6764-67-1,337-074792,15344192-2246163,,STAR,gri,plx,-2.91,1.77,2.18,1.58,2.02,1.59,10.582,0.05,9.602,0.029,,,10.121,0.03,9.353,0.04,8.836,0.02,,,7.553,0.032,7.053,0.047,6.857,0.021,,,,,,,,,4839.0,144.0,86.0,2.143,0.27,0.675,-1.209,0.55,0.66,12.795,15.326,2.817,0.874,0.083,0.032,0.0004114,0.0004286,0.0003751,495.0,389.7,389.7,0.169,0.095,0.054,AAA-111-111-000-0-0,20.2,,0.0005723
HIP76323,233.849688,-13.319865,3.07,1.45,9.31,8.661,0.625,0.037,5802.71140892,16.7468029263,4.05610086211,232.665299248,1.74569187739,233.849688,-13.319865,9.31,15.0,138904.0,field,250169412,233.84969,-13.319868,1,9.323,76323.0,5608-19-1,384-069050,15352393-1319115,,STAR,gri,plx,0.24,1.4,6.44,1.38,3.07,1.45,9.875,0.03,9.296,0.025,,,10.086,0.24,9.538,0.19,8.996,0.02,,,8.211,0.019,7.993,0.033,7.911,0.027,,,,,,,,,6427.0,260.0,208.0,3.731,0.15,0.15,0.046,0.1,0.1,2.914,0.622,0.603,1.747,0.194,0.194,0.06,0.056,0.023,325.7,153.8,153.8,0.118,0.082,0.034,AAA-111-111-000-0-0,10.6,,0.001
HIP76335,233.883448,-17.573877,3.13,1.32,8.99,8.059,1.095,0.038,4667.50090897,31.6328692737,8.61599039167,47.2536465518,1.46772168773,233.883448,-17.573877,8.99,15.0,138888.0,field,249824962,233.883448,-17.57388,1,8.834,76335.0,6188-29-1,363-071953,15353202-1734259,,STAR,BV,plx,-27.32,1.29,-33.34,1.26,3.13,1.32,10.063,0.036,9.018,0.021,,,,,,,,,,,6.998,0.023,6.424,0.046,6.282,0.02,,,,,,,,,4704.0,143.0,143.0,2.478,0.243,0.135,-0.048,0.15,0.27,11.147,1.593,1.651,1.426,0.592,0.37,0.0009544,0.0008979,0.000341,319.5,134.7,134.7,0.129,0.079,0.036,AAA-111-111-000-0-0,9.5,,0.000592
HIP76480,234.305735,-18.335032,5.46,1.19,8.39,7.751,0.762,0.018,5381.10111087,13.4773489526,4.23121084002,200.740096375,2.07596321352,234.305735,-18.335032,8.39,15.0,139183.0,field,249767135,234.305743,-18.335025,1,8.285,76480.0,6189-1763-1,359-072253,15371337-1820057,,STAR,BV,plx,5.94,1.7,1.36,1.44,5.46,1.19,9.203,0.021,8.45,0.015,,,,,,,,,,,6.88,0.019,6.439,0.023,6.266,0.017,,,,,,,,,4988.0,259.0,99.0,2.767,0.37,0.37,-0.184,0.3,0.78,8.752,1.159,3.688,1.524,0.779,0.668,0.002,0.007,0.001,183.2,39.92,39.92,0.122,0.084,0.035,AAA-111-111-000-0-0,32.6,,0.0003987
HIP76505,234.37441,-18.168737,2.81,2.3,10.23,9.551,0.608,0.07,5862.4753172,8.48752997045,2.829002564,457.409484265,2.47353159953,234.37441,-18.168737,10.23,15.0,139220.0,field,249779528,234.374418,-18.168722,1,10.127,76505.0,6189-444-1,360-074610,15372985-1810075,,STAR,gri,plx,-14.66,2.97,-5.15,2.33,2.81,2.3,10.71,0.054,10.116,0.045,,,10.465,0.03,10.086,0.04,9.983,0.06,,,9.174,0.024,8.962,0.025,8.895,0.026,,,,,,,,,6498.0,198.0,198.0,3.986,0.22,0.264,-0.001,0.12,0.12,1.829,0.934,0.467,1.416,0.321,0.178,0.189,0.229,0.127,355.9,291.3,291.3,0.118,0.068,0.041,AAA-222-111-000-0-0,8.1,,7.715e-05
HIP76532,234.450164,-23.141706,11.87,0.53,5.79,4.809,1.074,0.002,4705.47379939,40.997021778,9.65104121454,38.5944785082,1.16225359477,234.450164,-23.141706,5.79,15.0,139254.0,field,249393725,234.450157,-23.141696,0,5.601,76532.0,6777-1625-1,335-078523,,,STAR,BV,,-33.32,0.55,-74.48,0.43,11.87,0.53,6.854,0.015,5.79,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005384
HIP76569,234.56784,-21.016317,11.45,0.61,5.82,4.902,1.077,0.004,4700.01879733,42.9938599084,9.90623813803,36.7360718178,1.11402743338,234.56784,-21.016317,5.82,15.0,139329.0,field,249558073,234.567837,-21.016329,0,5.624,76569.0,6197-364-1,345-076716,,,STAR,BV,,62.23,0.86,-72.33,0.6,11.45,0.61,6.891,0.015,5.816,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002181
HIP76576,234.577391,-20.348843,3.71,1.09,8.48,7.522,1.136,0.027,4594.65686335,37.626169393,9.69713791,37.4260961862,1.32686954808,234.577391,-20.348843,8.48,15.0,139346.0,field,249612649,234.577387,-20.34885,1,8.288,76576.0,6193-46-1,349-074675,15381856-2020559,,STAR,BV,plx,0.67,1.7,-20.32,1.25,3.71,1.09,9.644,0.029,8.499,0.016,,,,,,,,,,,6.352,0.024,5.778,0.036,5.623,0.018,,,,,,,,,4702.0,138.0,138.0,2.486,0.184,0.138,-0.022,0.15,0.21,11.361,1.901,1.189,1.496,0.515,0.368,0.000934,0.0006668,0.0002818,269.5,79.19,79.19,0.115,0.062,0.031,AAA-111-111-000-0-0,36.8,,0.0006751
HIP76605,234.672459,-17.664852,5.7,0.88,7.15,6.248,1.039,0.012,4769.94341999,48.9804720167,10.2657282346,34.8620891514,0.929374278362,234.672459,-17.664852,7.15,15.0,139409.0,field,249817942,234.672456,-17.66485,1,6.945,76605.0,6189-1190-1,362-071335,15384139-1739533,,STAR,BV,plx,-42.67,0.84,-26.1,0.79,5.7,0.88,8.202,0.017,7.134,0.011,,,,,,,,,,,5.263,0.018,,,4.577,0.017,,,,,,,,,4866.0,77.0,77.0,2.679,0.135,0.297,-0.112,0.12,0.3,10.428,1.186,1.232,1.862,0.556,0.834,0.002,0.0008934,0.0007964,175.4,27.09,27.09,0.087,0.04,0.022,AEA-111-111-000-0-0,18.5,,0.0001334
HIP76611,234.680119,-26.841049,4.98,0.81,8.51,7.855,0.677,0.019,5630.38863969,13.7091686165,3.89792561998,243.582195971,1.9961467138,234.680119,-26.841049,8.51,15.0,139383.0,field,249106915,234.680121,-26.841051,1,8.373,76611.0,6785-386-1,316-081162,15384323-2650277,,STAR,BV,plx,-27.23,0.97,-50.77,0.74,4.98,0.81,9.204,0.021,8.514,0.015,,,,,,,,,,,6.999,0.019,6.757,0.036,6.62,0.02,,,,,,,,,6483.0,195.0,292.0,3.605,0.07,0.07,0.04,0.1,0.1,3.507,0.453,0.338,1.887,0.15,0.125,0.041,0.013,0.011,200.8,32.66,32.66,0.095,0.057,0.019,AAA-111-111-000-0-0,21.0,,0.0002224
